tool		ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 	ChatGPT Tool 
loops/terminator_02-2_abstracted.yml	true	true	0.324026689	1.4507416550000016	24.244224	true	0.286270186	1.1342754959996455	24.248320	false	0.326559917	2.8356094820010185	24.260608
loops/terminator_03-2.yml	true	true	0.291449089	10.167839604999926	24.240128	true	0.282002156	6.328280867000103	24.244224	false	0.329627196	9.998841098000412	24.240128
loops/terminator_03-2_abstracted.yml	true	false	0.297801045	2.725395581999919	24.260608	false	0.283866027	3.6179099660002976	24.236032	unknown	0.292753593	5.318965442998888	24.264704
loops/trex01-2.yml	true	unknown	0.307007418	9.118071951000047	24.227840	false	0.287384393	2.4437324770005944	24.231936	true	0.288729115	13.006243671999982	24.276992
loops/trex02-1.yml	true	false	0.289734613	2.777374313999985	24.236032	false	0.28526201	2.4435796239995398	24.244224	true	0.2918973	5.676889389998905	24.268800
loops/trex02-2.yml	false	false	0.286601575	2.470269310000049	24.227840	false	0.284452883	2.124135293999643	24.231936	true	0.284404802	3.7524024759986787	24.264704
loops/trex03-1.yml	false	false	0.2902339	2.345397326000011	24.236032	true	0.282135374	6.125398170000153	24.244224	true	0.283007301	16.94722772700152	24.272896
loops/trex03-2.yml	true	false	0.287919001	2.33204771599992	24.240128	true	0.283717741	7.983922720999544	24.248320	true	0.292740435	4.061931473001096	24.264704
loops/trex03-2_abstracted.yml	true	false	0.294554061	2.5781920970000556	24.227840	false	0.286659324	2.2968378619998475	24.240128	true	0.290332034	4.372888055000658	24.268800
loops/trex04.yml	true	ERROR (1)	0.317895124	30.75015618200007	26.406912	false	0.286508367	3.9421138320003593	24.231936	true	0.288375357	6.031190357000014	24.264704
loops/trex04_abstracted.yml	true	false	0.325814337	1.824223237999945	24.252416	false	0.283753106	4.387448034000954	24.252416	true	0.286729379	2.3922976909998397	24.264704
loops/veris.c_NetBSD-libc_loop.yml	true	false	0.291729944	2.2706510460000118	24.244224	false	0.285585069	1.826438264999524	24.240128	true	0.287915481	3.4599676790003286	24.264704
loops/veris.c_OpenSER_cases1_stripFullBoth_arr.yml	true	false	0.286467213	1.8838434400000779	24.256512	false	0.285027355	1.4220355490015208	24.236032	unknown	0.288456932	2.4482308619990363	24.268800
loops/veris.c_sendmail_tTflag_arr_one_loop.yml	true	false	0.310790432	2.9166610510000055	24.240128	false	0.285906462	2.5761859020003612	24.244224	true	0.28940879	4.344544204999693	24.268800
loops/verisec_NetBSD-libc_loop.yml	false	false	0.294588925	2.1186582110000245	24.244224	false	0.288268964	1.8249726720005128	24.256512	true	0.296992966	3.4957632579989877	24.272896
loops/vogal-1.yml	true	true	0.293943975	6.414315489999922	24.240128	false	0.286135637	5.161217024000507	24.256512	unknown	0.293524891	14.317443051000737	24.276992
loops/vogal-2.yml	false	true	0.29104097	4.359449835000078	24.236032	true	0.286813755	7.917197486000077	24.231936	false	0.293820071	8.693156197999997	24.240128
loops/while_infinite_loop_1.yml	true	false	0.302275715	2.948440593999976	24.248320	false	0.286316157	3.004546770000161	24.240128	true	0.298121107	4.767332522000288	24.256512
loops/while_infinite_loop_2.yml	true	false	0.29030214	2.661561562000088	24.227840	false	0.293753843	2.7134733839993714	24.227840	true	0.293316319	5.9303893340002105	24.268800
loops/while_infinite_loop_3.yml	true	false	0.301917202	4.642505479999954	24.240128	false	0.288202378	1.6499175000008108	24.256512	true	0.295397515	6.639516403998641	24.256512
loop-acceleration/array_1-1.yml	false	true	0.292400988	1.5635301250000566	24.223744	true	0.288511926	1.1247937429998274	24.240128	false	0.283097674	2.431708370000706	24.260608
loop-acceleration/array_1-2.yml	true	true	0.294751524	1.1727117520000547	24.240128	true	0.283825082	2.4354565360008564	24.240128	false	0.29320209	2.4724951520001923	24.264704
loop-acceleration/array_2-1-simple.yml	false	false	0.28545304	4.731955882999955	24.236032	false	0.287460732	1.908706333999362	24.236032	unknown	0.287229801	10.157146109999303	24.260608
loop-acceleration/array_2-2-simple.yml	true	false	0.28739258	3.4684590930000923	24.256512	false	0.282135164	2.0466428770014318	24.256512	true	0.290088804	5.072449641998901	24.268800
loop-acceleration/array_2-2.yml	true	false	0.308299627	1.654125936000014	24.260608	false	0.289002312	2.117132381999909	24.260608	true	0.28396812	3.2862995029991	24.248320
loop-acceleration/array_3-2.yml	false	true	0.299678182	1.327681513000016	24.244224	true	0.283498303	1.1386109579998447	24.219648	false	0.286574037	3.2217670640002325	24.260608
loop-acceleration/array_4.yml	true	false	0.304648158	3.4501638660000253	24.240128	false	0.305995552	1.8193463679999695	24.248320	true	0.291140956	6.108515783000257	24.272896
loop-acceleration/const_1-1.yml	true	false	0.287164326	1.6260790249999673	24.252416	false	0.289133434	2.0198408489995927	24.248320	true	0.290319336	2.8872768040000665	24.272896
loop-acceleration/const_1-2.yml	false	false	0.29584465	2.4488811969999915	24.231936	false	0.284518056	1.6564052399990032	24.231936	true	0.305095635	4.010715876000177	24.268800
loop-acceleration/const_1-2_abstracted.yml	false	true	0.302658345	1.2815676120000035	24.244224	true	0.28902142	1.1241032170000835	24.240128	false	0.295166663	2.3543736129995523	24.268800
loop-acceleration/diamond_1-1.yml	true	false	0.307083355	5.840351708999947	24.236032	unknown	0.285127581	3.939834210999834	24.231936	true	0.295699376	9.58559833199979	24.272896
loop-acceleration/diamond_1-2.yml	false	false	0.284548029	6.2749094600000035	24.252416	unknown	0.290589075	5.2652654699995765	24.252416	true	0.292033137	8.245298947000265	24.276992
loop-acceleration/diamond_2-2.yml	true	true	0.287633033	8.797152765999954	24.236032	false	0.282843232	1.2146117069987667	24.231936	true	0.290241091	8.659255348000443	24.264704
loop-acceleration/functions_1-1.yml	true	false	0.308939742	3.205150050000043	24.240128	true	0.286977385	3.4218888380000863	24.236032	false	0.285866289	10.396249041999909	24.276992
loop-acceleration/functions_1-2.yml	false	false	0.294289968	2.529429068000013	24.244224	false	0.289317555	2.432840183000735	24.244224	true	0.294857791	6.922276113000407	24.272896
loop-acceleration/multivar_1-1.yml	true	true	0.29435871	1.2626106959999106	24.248320	true	0.292056044	1.1680001290005748	24.272896	false	0.291860894	2.905888066001353	24.268800
loop-acceleration/multivar_1-2.yml	false	false	0.297336204	2.6343010049999975	24.231936	false	0.285276478	2.5158502049998788	24.244224	unknown	0.293528361	17.94758683500004	24.268800
loop-acceleration/nested_1-2.yml	false	false	0.287570976	4.852250055000013	24.252416	true	0.292932652	2.379421588999321	24.240128	false	0.291098878	6.055651572998613	24.272896
loop-acceleration/overflow_1-1.yml	true	false	0.323212434	1.9260198969999465	24.236032	false	0.283461723	2.9183682319999207	24.231936	true	0.286104686	3.4829967049990955	24.244224
loop-acceleration/phases_1-1.yml	true	false	0.294901749	1.6635590439999532	24.227840	true	0.308363898	7.0961552249991655	24.223744	false	0.287420163	8.823467026999424	24.272896
loop-acceleration/phases_1-2.yml	false	true	0.293901237	7.363138420000041	24.244224	true	0.290794587	3.930599806999453	24.231936	false	0.292019105	13.255459816000439	24.272896
loop-acceleration/phases_2-1.yml	false	unknown	0.296316835	6.302039548000039	24.240128	true	0.2888145	5.766104877000544	24.240128	false	0.288331883	10.298294358999556	24.276992
loop-acceleration/phases_2-2.yml	true	ERROR (1)	0.338128451	30.79484044200001	26.406912	unknown	0.289293712	13.311909579000712	24.236032	false	0.29625071	13.589812476000589	24.272896
loop-acceleration/simple_1-1.yml	false	false	0.288532856	2.123351671000023	24.252416	false	0.293453272	2.016264493999188	24.227840	true	0.291232518	4.544979839000007	24.272896
loop-acceleration/simple_1-2_abstracted.yml	true	true	0.305632526	1.5037151750000248	24.256512	true	0.286368538	1.1005443600006402	24.231936	false	0.288737679	2.8875265440001385	24.268800
loop-acceleration/simple_2-1_abstracted.yml	true	false	0.293146693	2.642776198999968	24.248320	false	0.284179896	2.008611884999482	24.236032	true	0.285551432	3.346136510001088	24.264704
loop-acceleration/simple_2-2.yml	false	false	0.293520611	2.528499828000008	24.240128	false	0.284802558	2.141932361999352	24.252416	true	0.290281995	3.607052669998666	24.256512
loop-acceleration/simple_4-1.yml	false	false	0.308045612	1.9875390479999169	24.236032	true	0.284152671	1.1943640049994428	24.223744	false	0.286005979	7.519856516999425	24.264704
loop-acceleration/simple_4-2.yml	true	false	0.296883318	3.2832041869999102	24.236032	false	0.291159818	1.9739506559999427	24.236032	true	0.286694548	5.497048109000389	24.268800
loop-acceleration/simple_4-2_abstracted.yml	true	unknown	0.308795196	2.863147771999934	24.248320	false	0.289577276	1.9644827089996397	24.248320	unknown	0.290821564	6.897583279000173	24.264704
loop-acceleration/underapprox_1-1.yml	false	true	0.29843351	1.4631906150000304	24.236032	true	0.286148215	1.1475385759986239	24.248320	false	0.297474692	2.735478646000047	24.260608
loop-acceleration/underapprox_2-1.yml	false	true	0.342005665	1.783033443000022	24.231936	true	0.285080784	1.2939913239988527	24.231936	false	0.292774988	2.7180531949998112	24.264704
loop-acceleration/underapprox_2-2.yml	true	ERROR (1)	0.366526919	31.579964510999957	26.451968	true	0.283241987	2.711558310998953	24.252416	false	0.320617462	3.9394843059999403	24.264704
loop-crafted/simple_array_index_value_1-1.yml	true	true	0.326096499	3.55784943499998	24.244224	true	0.281398978	1.2148361780000414	24.252416	false	0.315822926	10.328741991999777	24.256512
loop-crafted/simple_array_index_value_1-2.yml	false	unknown	0.297610998	3.1860510359999807	24.244224	unknown	0.282295992	4.957318918000965	24.256512	true	0.307903329	9.611059576000116	24.268800
loop-crafted/simple_array_index_value_2.yml	true	unknown	0.308573143	4.448196316000008	24.240128	unknown	0.284704506	4.7212403120011	24.260608	true	0.324413458	6.123190389000229	24.260608
loop-crafted/simple_array_index_value_3.yml	true	true	0.31508545	1.3273271150000028	24.264704	true	0.282590374	1.212447447998784	24.244224	false	0.304669677	5.812836895998771	24.268800
loop-crafted/simple_array_index_value_4.i.v+lhb-reducer.yml	true	false	0.28759676	9.560009722000018	24.252416	unknown	0.283669897	7.11673272400003	24.248320	unknown	0.333637371	16.18998748500053	24.281088
loop-crafted/simple_array_index_value_4.i.v+nlh-reducer.yml	true	false	0.291656332	8.035140795000075	24.236032	true	0.287873456	5.82245956800034	24.231936	unknown	0.332218718	17.063249884999095	24.276992
loop-crafted/simple_vardep_1.yml	true	true	0.286029392	6.043646806000083	24.240128	true	0.287218606	3.522999171000265	24.240128	false	0.300624652	7.585981271000492	24.268800
loop-crafted/simple_vardep_2.yml	true	true	0.309147481	1.1931314610000072	24.252416	true	0.284327467	1.0655035809995752	24.236032	false	0.305879303	2.71584403199995	24.264704
loop-invgen/MADWiFi-encode_ie_ok.yml	true	false	0.293240018	1.7787016149999317	24.244224	unknown	0.284090486	1.6932173069999408	24.248320	false	0.312897422	3.5294466670002294	24.264704
loop-invgen/NetBSD_loop.yml	true	true	0.294048823	1.3080236710000008	24.240128	true	0.284229033	1.1428635899992514	24.236032	unknown	0.301807752	5.541231033001168	24.260608
loop-invgen/SpamAssassin-loop.i.v+cfa-reducer.yml	true	false	0.282152204	2.5019343840000374	24.248320	false	0.284332325	1.458740158001092	24.240128	true	0.325938819	2.6512907479991554	24.281088
loop-invgen/apache-escape-absolute.i.v+cfa-reducer.yml	true	false	0.303784984	2.2800178140000753	24.252416	unknown	0.280994808	1.63325889600128	24.240128	false	0.314657376	2.5696369639990735	24.276992
loop-invgen/apache-escape-absolute.yml	true	unknown	0.289433594	11.559652404999952	24.252416	unknown	0.288967253	6.145120211000176	24.244224	false	0.309867201	22.466331883999374	24.285184
loop-invgen/apache-get-tag.i.v+lhb-reducer.yml	true	false	0.297046175	2.579267208000033	24.260608	false	0.284762892	1.442490990000806	24.248320	true	0.305442826	2.784047670998916	24.272896
loop-invgen/apache-get-tag.i.v+nlh-reducer.yml	true	false	0.293391892	2.975150126000017	24.252416	false	0.288904542	1.3458029809989966	24.244224	true	0.306963784	2.7711007540001447	24.272896
loop-invgen/apache-get-tag.yml	true	unknown	0.292517817	9.259123124999974	24.240128	unknown	0.285136819	4.088531360999696	24.231936	false	0.309447091	18.3474324609997	24.276992
loop-invgen/down.yml	true	false	0.291933791	1.9776486969999496	24.260608	true	0.282705912	1.1021716129998822	24.248320	true	0.310677905	3.395027990000017	24.256512
loop-invgen/fragtest_simple.yml	true	true	0.283269721	9.127135592000059	24.248320	false	0.283410589	4.641618637999272	24.223744	false	0.307383165	8.500821738000013	24.268800
loop-invgen/heapsort.yml	true	true	0.291000013	15.252692884999988	24.244224	true	0.281608852	12.45918665499994	24.252416	false	0.324158361	17.243036331999974	24.256512
loop-invgen/id_build.i.v+lhb-reducer.yml	true	false	0.315745497	2.4376191179999296	24.236032	false	0.28243824	1.9623773389994312	24.231936	true	0.322669751	3.335712414998852	24.260608
loop-invgen/id_build.yml	true	false	0.291661381	2.267015934000028	24.240128	false	0.284481235	1.903927133000252	24.231936	true	0.307550794	3.6699452949997067	24.260608
loop-invgen/id_trans.yml	false	true	0.296452687	2.3030817369999568	24.236032	unknown	0.283364139	3.7848241060000873	24.260608	false	0.317979062	5.943692556000315	24.268800
loop-invgen/large_const.yml	true	false	0.290123169	2.2551375829998506	24.252416	false	0.280694498	2.4731116889997793	24.252416	unknown	0.316605149	4.6564177599993855	24.264704
loop-invgen/nested6.yml	true	false	0.28843926	5.12696481099988	24.231936	false	0.291903362	4.173465989000761	24.244224	true	0.310876667	7.815360619000785	24.268800
loop-invgen/nested9.yml	true	unknown	0.303669132	5.062178116000041	24.223744	false	0.283233721	1.9195947090011032	24.236032	true	0.310058187	3.5850663150013133	24.244224
loop-invgen/sendmail-close-angle.yml	true	false	0.294334383	2.458622923999883	24.240128	false	0.284090056	1.6968091149992688	24.248320	true	0.317955344	2.396709058999477	24.272896
loop-invgen/seq-3.yml	true	unknown	0.305502113	11.314347249999855	24.244224	true	0.284859642	9.924150060000102	24.236032	false	0.322927112	13.36485031400116	24.276992
loop-invgen/string_concat-noarr.yml	true	unknown	0.296279486	5.298707010000044	24.240128	false	0.280331859	3.590161074998832	24.244224	false	0.376636615	9.190650264999931	24.264704
loop-invgen/up.yml	true	unknown	0.305454718	3.62216515099999	24.240128	true	0.294814673	2.8959418419999565	24.244224	true	0.309699109	2.864208773999053	24.264704
loop-lit/afnp2014.yml	true	false	0.345296284	1.6779938499998934	24.231936	false	0.285137073	1.8084472819991788	24.256512	true	0.30421604	3.981377344998691	24.272896
loop-lit/cggmp2005.yml	true	false	0.325561296	1.9872648230000323	24.248320	false	0.283772669	2.076541078000446	24.248320	true	0.311013206	3.0757751269993605	24.272896
loop-lit/cggmp2005_variant.yml	true	false	0.315589427	1.6804789359998722	24.240128	false	0.288000737	4.406102753999221	24.231936	true	0.312454017	5.087154855000335	24.264704
loop-lit/cggmp2005b.yml	true	false	0.31565667	2.2478217349998886	24.248320	false	0.286011063	2.0467205999993894	24.248320	true	0.301222795	3.2143800600006216	24.264704
loop-lit/css2003.yml	true	false	0.320778359	3.1972045239999716	24.240128	false	0.28308783	2.5714143669993064	24.227840	true	0.327243276	5.8645857559986325	24.268800
loop-lit/ddlm2013.yml	true	false	0.301772745	9.763509973000055	24.248320	ERROR (1)	0.302769475	30.68864348399984	26.402816	true	0.318248375	8.095841936999932	24.268800
loop-lit/gcnr2008.yml	false	false	0.312523232	10.906134561000044	24.150016	false	0.285152057	9.131416334999813	24.227840	unknown	0.304178779	21.214204617999712	24.276992
loop-lit/gj2007.c.i.p+lhb-reducer.yml	true	false	0.321808885	2.0674043290000554	24.260608	false	0.294993238	5.550862800999312	24.264704	true	0.310989479	8.609448678998888	24.272896
loop-lit/gj2007.yml	true	ERROR (1)	0.34494645	30.684377478999977	26.402816	false	0.289806651	1.8364559080000618	24.268800	true	0.321313399	3.806692689000556	24.268800
loop-lit/gj2007b.yml	true	true	0.307918606	9.055970660999947	24.244224	true	0.281984312	8.590783417001148	24.236032	unknown	0.311491136	15.366650481000761	24.264704
loop-lit/gr2006.yml	true	false	0.315425056	2.229993112000102	24.236032	false	0.281492125	1.954885163999279	24.231936	true	0.304772176	3.71448633700129	24.268800
loop-lit/gsv2008.c.i.p+cfa-reducer.yml	true	false	0.315158192	2.6069258140000784	24.281088	false	0.288213177	1.8477143269992666	24.240128	true	0.299711067	3.0372450459999527	24.268800
loop-lit/gsv2008.c.i.v+cfa-reducer.yml	true	false	0.315243545	1.9099151679999977	24.256512	false	0.289873246	1.361275219998788	24.240128	unknown	0.298576821	2.7208413779990224	24.244224
loop-lit/gsv2008.c.i.v+lhb-reducer.yml	true	false	0.316003018	1.7675473719998536	24.252416	false	0.281494703	2.9473534820008354	24.236032	true	0.305794137	4.7599224879995745	24.260608
loop-lit/gsv2008.yml	true	false	0.318049111	2.3411976830000185	24.244224	false	0.282380231	2.358608147000268	24.264704	true	0.315925801	6.992709056999956	24.276992
loop-lit/hhk2008.yml	true	true	0.339258525	1.24290374300017	24.252416	true	0.289090911	1.106077386000834	24.248320	unknown	0.302124335	8.508676309000293	24.272896
loop-lit/jm2006.c.i.v+cfa-reducer.yml	true	false	0.308576072	1.915067560999887	24.256512	false	0.303745414	1.3586014810007327	24.248320	true	0.322786724	2.545065632999467	24.272896
loop-lit/jm2006.yml	true	true	0.329676068	1.1367470589998447	24.236032	true	0.28353897	1.280481479001537	24.244224	false	0.310389677	2.4837434729997767	24.264704
loop-lit/jm2006_variant.yml	true	true	0.309754148	11.2155150829999	24.240128	false	0.286326242	4.794699531999868	24.227840	false	0.301393169	17.139480871999695	24.252416
loop-lit/mcmillan2006.yml	true	true	0.30779183	1.191613426999993	24.248320	true	0.283805198	1.127218167999672	24.231936	unknown	0.307254026	11.437989420001031	24.281088
loop-new/count_by_1.yml	true	true	0.306777095	1.3741952160000892	24.240128	true	0.28495838	1.2566313259994786	24.240128	false	0.311076124	2.511545287001354	24.260608
loop-new/count_by_1_variant.yml	true	true	0.319887182	1.2222720570000547	24.236032	true	0.28598471	1.193344581999554	24.236032	false	0.304294544	2.130056248999608	24.268800
loop-new/count_by_2.yml	true	true	0.322120541	1.469208854000044	24.252416	true	0.284447528	1.18631780800024	24.236032	false	0.313328516	2.5930068279994885	24.240128
loop-new/count_by_k.yml	true	true	0.307994552	1.850481876999993	24.252416	true	0.28628818	1.0774869279994164	24.244224	unknown	0.309376844	6.214428093999231	24.264704
loop-new/count_by_nondet.yml	true	false	0.307036052	1.6954597509998166	24.236032	false	0.288073194	1.6254005179998785	24.248320	true	0.328690683	3.6525973240004532	24.264704
loop-new/gauss_sum.i.p+cfa-reducer.yml	true	true	0.302098785	1.260555098000168	24.260608	false	0.280595108	2.148099355999875	24.252416	false	0.303644712	2.9432947719997173	24.268800
loop-new/gauss_sum.i.p+lhb-reducer.yml	true	unknown	0.308175823	5.254868794000004	24.240128	true	0.290278626	1.1724825580004108	24.260608	false	0.305441732	3.9202796059998946	24.264704
loop-new/gauss_sum.i.v+cfa-reducer.yml	true	false	0.326772542	2.3603249479999704	24.236032	unknown	0.285887032	6.587477469998703	24.248320	false	0.300398636	3.4690209200016398	24.268800
loop-new/gauss_sum.yml	true	unknown	0.31735073	1.9776963090000663	24.240128	true	0.292394814	2.135649818999809	24.240128	true	0.310585709	14.006273118000536	24.268800
loop-new/half.yml	true	false	0.313635243	1.7702507269998478	24.252416	false	0.287565349	1.9882061080006679	24.244224	true	0.316792498	8.817438575999404	24.276992
loop-new/nested-1.yml	true	false	0.310428526	2.4717081009998765	24.244224	true	0.28391292	2.7995812299996032	24.231936	true	0.30420241	8.006871637000586	24.260608
loop-industry-pattern/aiob_1.yml	true	unknown	0.316572117	1.8063858860000437	24.260608	unknown	0.288297663	1.6472260669997922	24.268800	ERROR (1)	0.326815464	33.42062230400006	26.476544
loop-industry-pattern/aiob_3.yml	true	unknown	0.349653294	1.9897476300000108	24.256512	ERROR (1)	0.308577992	31.784765604999848	26.468352	unknown	0.310648676	3.4359613270007685	24.293376
loop-industry-pattern/mod3.c.v+cfa-reducer.yml	true	false	0.309191698	1.9616999720001331	24.248320	false	0.282656663	1.5402631329998258	24.252416	true	0.33050224	3.3982834500002355	24.272896
loop-industry-pattern/mod3.c.v+lhb-reducer.yml	true	false	0.307968191	2.3127806459999647	24.244224	false	0.285328997	1.8494217679999565	24.236032	unknown	0.313181223	2.834891210999558	24.285184
loop-industry-pattern/mod3.c.v+sep-reducer.yml	true	unknown	0.314450895	1.762074918000053	24.244224	true	0.292293616	5.410382169999139	24.272896	unknown	0.30436243	4.64175502299986	24.268800
loop-industry-pattern/mod3.yml	true	unknown	0.308008655	9.174769776999938	24.248320	false	0.290573039	7.690708210000594	24.231936	true	0.324947033	16.58525090100011	24.268800
loops-crafted-1/Mono1_1-1.yml	false	false	0.31721791	2.717352627000082	24.236032	false	0.281389396	2.7307141620003677	24.219648	true	0.304107546	3.6817393760011328	24.264704
loops-crafted-1/Mono1_1-2.yml	true	true	0.308456284	1.3345420579998972	24.236032	true	0.284745179	1.5780176349999238	24.240128	false	0.309635329	3.8926204569997935	24.260608
loops-crafted-1/Mono3_1.yml	false	true	0.308342874	1.1435694880001392	24.244224	true	0.285074609	1.1918497120004758	24.252416	false	0.316247483	5.020992318999561	24.260608
loops-crafted-1/Mono4_1.yml	false	true	0.329969801	1.6224522029999662	24.260608	true	0.282497655	1.134514475999822	24.248320	false	0.304837057	2.3793905980001	24.252416
loops-crafted-1/Mono5_1.yml	false	true	0.345917981	1.5398593309998887	24.248320	false	0.283949519	2.562070322999716	24.231936	false	0.317149404	2.23496106300081	24.264704
loops-crafted-1/Mono6_1.yml	false	false	0.316834456	1.92953586800013	24.236032	false	0.282907507	1.6312950100000307	24.252416	TIMEOUT	0.272841354	151.00893139500113	24.240128
loops-crafted-1/iftelse.yml	true	false	0.313446885	2.341921111000147	24.240128	false	0.284168867	2.4027083839991974	24.223744	true	0.337670321	4.199784467000427	24.272896
